test	Contig2897	97.143	35	0	1	899	932	369233	369199	1.24e-06	58.4
test	Contig3332	86.885	122	13	2	470	591	515520	515402	4.34e-26	122
test	Contig509	98.529	68	1	0	771	838	385999	386066	1.56e-25	121
test	Contig3548	98.438	64	1	0	370	433	22408	22345	2.61e-23	113
test	Contig1699	96.970	66	0	2	897	960	18	83	3.38e-22	110
test	Contig2344	100.000	55	0	0	446	500	560563	560617	5.66e-20	102
test	Contig1960	79.054	148	28	3	366	511	38877	38731	7.32e-19	99.0
test	Contig1960	77.778	117	26	0	636	752	38597	38481	4.44e-11	73.1
test	Contig1416	94.231	52	3	0	707	758	212437	212488	2.65e-13	80.5
test	Contig1066	83.871	93	6	4	93	184	132215	132131	2.65e-13	80.5
test	Contig229	97.778	45	0	1	899	942	33846	33890	3.43e-12	76.8
test	Contig212	95.745	47	2	0	653	699	594387	594341	3.43e-12	76.8
test	Contig1238	95.349	43	0	2	716	757	2170789	2170748	2.06e-09	67.6
test	Contig867	97.368	38	1	0	418	455	381056	381093	7.42e-09	65.8
test	Contig576	100.000	34	0	0	704	737	257100	257133	2.67e-08	63.9
test	Contig2046	94.872	39	2	0	922	960	385128	385090	9.60e-08	62.1
test	Contig3204	100.000	32	0	0	405	436	362330	362361	3.45e-07	60.2
test	Contig1911	100.000	32	0	0	1	32	513044	513075	3.45e-07	60.2
test	Contig3284	92.105	38	3	0	923	960	496693	496730	1.61e-05	54.7
test	Contig2809	100.000	28	0	0	650	677	1294867	1294840	5.78e-05	52.8
test2	Contig0	100.000	560	0	0	1	560	241	800	0.0	1009
test2	Contig3560	95.697	581	3	7	1	560	9254	9833	0.0	889
test2	Contig3469	95.697	581	3	7	1	560	6727	6148	0.0	889
test2	Contig3314	95.697	581	3	7	1	560	4515	5094	0.0	889
test2	Contig3254	95.697	581	3	7	1	560	10045	10624	0.0	889
test2	Contig3230	95.697	581	3	7	1	560	22852	23431	0.0	889
test2	Contig3223	95.697	581	3	7	1	560	4690	4111	0.0	889
test2	Contig3076	95.697	581	3	7	1	560	7073	6494	0.0	889
test2	Contig2974	95.697	581	3	7	1	560	7126	6547	0.0	889
test2	Contig2673	95.697	581	3	7	1	560	11751	12330	0.0	889
test2	Contig2673	95.697	581	3	7	1	560	17214	16635	0.0	889
test2	Contig2594	95.697	581	3	7	1	560	13300	13879	0.0	889
test2	Contig2294	95.697	581	3	7	1	560	2704	3283	0.0	889
test2	Contig2122	95.697	581	3	7	1	560	7577	6998	0.0	889
test2	Contig1977	95.697	581	3	7	1	560	11353	11932	0.0	889
test2	Contig1870	95.697	581	3	7	1	560	4658	5237	0.0	889
test2	Contig1229	95.697	581	3	7	1	560	1834	2413	0.0	889
test2	Contig1169	95.697	581	3	7	1	560	6228	5649	0.0	889
test2	Contig1095	95.697	581	3	7	1	560	1311	732	0.0	889
test2	Contig1024	95.697	581	3	7	1	560	1784	1205	0.0	889
test2	Contig866	95.697	581	3	7	1	560	11801	12380	0.0	889
test2	Contig862	95.697	581	3	7	1	560	9482	8903	0.0	889
test2	Contig750	95.697	581	3	7	1	560	5621	6200	0.0	889
test2	Contig750	95.697	581	3	7	1	560	9303	8724	0.0	889
test2	Contig750	95.697	581	3	7	1	560	20813	21392	0.0	889
test2	Contig654	95.697	581	3	7	1	560	8768	8189	0.0	889
test2	Contig521	95.697	581	3	7	1	560	3590	4169	0.0	889
test2	Contig464	95.697	581	3	7	1	560	6790	6211	0.0	889
test2	Contig99	95.697	581	3	7	1	560	14693	14114	0.0	889
test2	Contig3208	95.533	582	3	8	1	560	4971	4391	0.0	883
test2	Contig3075	95.533	582	3	8	1	560	8026	7446	0.0	883
test2	Contig2368	95.533	582	3	8	1	560	6549	5969	0.0	883
test2	Contig64	95.533	582	3	8	1	560	5575	4995	0.0	883
test2	Contig3706	95.525	581	3	8	1	560	1150	1728	0.0	881
test2	Contig3639	95.369	583	3	9	1	560	6649	6068	0.0	880
test2	Contig1019	95.369	583	3	9	1	560	6526	5945	0.0	880
test2	Contig541	95.369	583	3	9	1	560	7793	7212	0.0	880
test2	Contig517	95.517	580	3	8	2	560	4099	4676	0.0	880
test2	Contig2173	95.502	578	4	7	1	557	3343	3919	0.0	878
test2	Contig1604	95.353	581	3	8	1	560	2196	2773	0.0	876
test2	Contig336	95.353	581	3	9	1	560	945	1522	0.0	876
test2	Contig277	95.353	581	3	8	1	560	17232	16655	0.0	876
test2	Contig277	90.909	451	3	19	148	560	17579	18029	1.24e-153	545
test2	Contig3484	95.205	584	3	10	1	560	7440	6858	0.0	874
test2	Contig3691	95.181	581	6	7	1	560	12197	11618	0.0	872
test2	Contig3023	95.181	581	6	7	1	560	8046	8625	0.0	872
test2	Contig848	95.181	581	6	7	1	560	5239	5818	0.0	872
test2	Contig138	95.181	581	6	7	1	560	7634	7055	0.0	872
test2	Contig1217	95.026	583	3	11	1	560	7157	7736	0.0	867
test2	Contig2874	94.863	584	3	12	1	560	823	1403	0.0	861
test2	Contig3516	94.558	588	3	14	1	560	8783	9369	0.0	856
test2	Contig810	94.683	583	3	12	1	560	7909	8486	0.0	854
test2	Contig3519	94.521	584	6	10	1	560	16153	16734	0.0	852
test2	Contig141	94.228	589	3	16	1	560	4594	5180	0.0	845
test2	Contig2769	94.340	583	4	14	2	560	644	67	0.0	841
test2	Contig3530	94.188	585	4	14	1	560	5642	5063	0.0	839
test2	Contig3255	94.286	455	3	8	1	433	454	1	0.0	649
test2	Contig1379	99.164	359	0	3	2	358	386	29	2.60e-175	617
test2	Contig247	99.020	306	0	3	1	304	19809	20113	7.54e-146	520
test2	Contig3361	98.947	190	0	2	372	560	1	189	2.27e-91	339
test2	Contig3712	96.354	192	3	4	1	189	22871	23061	1.37e-83	313
test2	Contig2487	97.030	101	2	1	1	100	1046061	1046161	3.15e-40	169
test2	Contig3332	86.885	122	13	2	230	351	515520	515402	2.48e-26	122
test2	Contig3548	98.438	64	1	0	130	193	22408	22345	1.50e-23	113
test2	Contig2344	100.000	55	0	0	206	260	560563	560617	3.24e-20	102
test2	Contig1960	79.054	148	28	3	126	271	38877	38731	4.19e-19	99.0
test2	Contig1960	77.778	117	26	0	396	512	38597	38481	2.54e-11	73.1
test2	Contig1416	94.231	52	3	0	467	518	212437	212488	1.52e-13	80.5
test2	Contig212	95.745	47	2	0	413	459	594387	594341	1.96e-12	76.8
test2	Contig1238	95.349	43	0	2	476	517	2170789	2170748	1.18e-09	67.6
test2	Contig867	97.368	38	1	0	178	215	381056	381093	4.25e-09	65.8
test2	Contig576	100.000	34	0	0	464	497	257100	257133	1.53e-08	63.9
test2	Contig3204	100.000	32	0	0	165	196	362330	362361	1.98e-07	60.2
test2	Contig509	100.000	30	0	0	531	560	385999	386028	2.56e-06	56.5
test2	Contig2809	100.000	28	0	0	410	437	1294867	1294840	3.31e-05	52.8
